knot,crossings,s_ub,exact_s,e_ub,e_ub_minus_s_ub,source_sticks,input_status,e_status
K11a71,11,11,,11,0,11,unchecked,reported_only
K11a72,11,11,,11,0,11,matched,reported_only
K11a73,11,10,,12,2,10,unchecked,reported_only
K11a74,11,11,,12,1,11,unchecked,reported_only
K11a75,11,11,,,,11,unchecked,none
K11a76,11,11,,11,0,11,unchecked,reported_only
K11a77,11,11,,12,1,11,matched,reported_only
K11a78,11,11,,,,11,unchecked,none
K11a79,11,10,,11,1,10,unchecked,reported_only
K11a8,11,11,,12,1,11,unchecked,reported_only
K11a80,11,11,,11,0,11,unchecked,reported_only
K11a81,11,11,,11,0,11,unchecked,reported_only
K11a82,11,11,,,,11,unchecked,none
K11a83,11,11,,,,11,unchecked,none
K11a84,11,11,,,,11,unchecked,none
K11a85,11,11,,,,11,unchecked,none
K11a86,11,11,,,,11,unchecked,none
K11a87,11,11,,,,11,unchecked,none
K11a88,11,11,,,,11,unchecked,none
K11a89,11,11,,12,1,11,unchecked,reported_only
K11a9,11,11,,,,11,matched,none
K11a90,11,11,,12,1,11,unchecked,reported_only
K11a91,11,11,,,,11,unchecked,none
K11a92,11,11,,,,11,unchecked,none
K11a93,11,11,,,,11,unchecked,none
K11a94,11,11,,,,11,unchecked,none
K11a95,11,11,,,,11,unchecked,none
K11a96,11,11,,,,11,unchecked,none
K11a97,11,11,,,,11,unchecked,none
K11a98,11,11,,,,11,unchecked,none
K11a99,11,11,,11,0,11,unchecked,reported_only
K11n1,11,10,,11,1,10,unchecked,reported_only
K11n10,11,11,,11,0,11,unchecked,reported_only
K11n100,11,10,,10,0,10,unchecked,reported_only
K11n101,11,10,,10,0,10,unchecked,reported_only
K11n102,11,10,,10,0,10,unchecked,reported_only
K11n103,11,11,,11,0,11,unchecked,reported_only
K11n104,11,10,,10,0,10,unchecked,reported_only
K11n105,11,10,,11,1,10,unchecked,reported_only
K11n106,11,10,,10,0,10,unchecked,reported_only
K11n107,11,10,,10,0,10,matched,reported_only
K11n108,11,10,,11,1,10,unchecked,reported_only
K11n109,11,11,,11,0,11,unchecked,reported_only
K11n11,11,11,,11,0,11,unchecked,reported_only
K11n110,11,10,,10,0,10,unchecked,reported_only
K11n111,11,10,,10,0,10,matched,reported_only
K11n112,11,10,,10,0,10,unchecked,reported_only
K11n113,11,10,,10,0,10,matched,reported_only
K11n114,11,10,,10,0,10,unchecked,reported_only
K11n115,11,10,,11,1,10,unchecked,reported_only
K11n116,11,10,,10,0,10,unchecked,reported_only
K11n117,11,10,,10,0,10,unchecked,reported_only
K11n118,11,10,,10,0,10,unchecked,reported_only
K11n119,11,11,,11,0,11,unchecked,reported_only
K11n12,11,10,,10,0,10,unchecked,reported_only
K11n120,11,10,,10,0,10,unchecked,reported_only
K11n121,11,10,,10,0,10,unchecked,reported_only
K11n122,11,10,,10,0,10,unchecked,reported_only
K11n123,11,10,,10,0,10,unchecked,reported_only
K11n124,11,10,,10,0,10,unchecked,reported_only
K11n125,11,10,,10,0,10,unchecked,reported_only
K11n126,11,11,,11,0,11,unchecked,reported_only
K11n127,11,10,,11,1,10,unchecked,reported_only
K11n128,11,10,,10,0,10,unchecked,reported_only
K11n129,11,11,,11,0,11,unchecked,reported_only
K11n13,11,11,,11,0,11,unchecked,reported_only
K11n130,11,10,,10,0,10,unchecked,reported_only
K11n131,11,10,,10,0,10,unchecked,reported_only
K11n132,11,10,,10,0,10,unchecked,reported_only
K11n133,11,10,,10,0,10,unchecked,reported_only
K11n134,11,10,,10,0,10,unchecked,reported_only
K11n135,11,10,,10,0,10,unchecked,reported_only
K11n136,11,11,,12,1,11,unchecked,reported_only
K11n137,11,10,,11,1,10,matched,reported_only
K11n138,11,10,,10,0,10,unchecked,reported_only
K11n139,11,10,,10,0,10,unchecked,reported_only
K11n14,11,11,,11,0,11,matched,reported_only
K11n140,11,10,,10,0,10,matched,reported_only
K11n141,11,10,,10,0,10,unchecked,reported_only
K11n142,11,10,,11,1,10,unchecked,reported_only
K11n143,11,10,,10,0,10,unchecked,reported_only
K11n144,11,11,,11,0,11,unchecked,reported_only
K11n145,11,10,,10,0,10,unchecked,reported_only
K11n146,11,10,,10,0,10,unchecked,reported_only
K11n147,11,10,,10,0,10,unchecked,reported_only
K11n148,11,10,,11,1,10,matched,reported_only
K11n149,11,10,,10,0,10,unchecked,reported_only
K11n15,11,11,,11,0,11,matched,reported_only
K11n150,11,10,,11,1,10,unchecked,reported_only
K11n151,11,11,,11,0,11,unchecked,reported_only
K11n152,11,10,,10,0,10,unchecked,reported_only
K11n153,11,10,,10,0,10,unchecked,reported_only
K11n154,11,10,,10,0,10,unchecked,reported_only
K11n155,11,11,,11,0,11,unchecked,reported_only
K11n156,11,10,,10,0,10,unchecked,reported_only
K11n157,11,10,,10,0,10,unchecked,reported_only
K11n158,11,10,,10,0,10,unchecked,reported_only
K11n159,11,10,,10,0,10,unchecked,reported_only
K11n16,11,11,,11,0,11,unchecked,reported_only
K11n160,11,10,,10,0,10,unchecked,reported_only
K11n161,11,10,,10,0,10,unchecked,reported_only
K11n162,11,11,,11,0,11,unchecked,reported_only
K11n163,11,10,,11,1,10,unchecked,reported_only
K11n164,11,10,,10,0,10,unchecked,reported_only
K11n165,11,10,,10,0,10,unchecked,reported_only
K11n166,11,10,,10,0,10,unchecked,reported_only
K11n167,11,11,,11,0,11,unchecked,reported_only
K11n168,11,11,,11,0,11,unchecked,reported_only
K11n169,11,10,,10,0,10,unchecked,reported_only
K11n17,11,11,,11,0,11,unchecked,reported_only
K11n170,11,10,,10,0,10,unchecked,reported_only
K11n171,11,10,,10,0,10,unchecked,reported_only
K11n172,11,10,,10,0,10,unchecked,reported_only
K11n173,11,10,,10,0,10,unchecked,reported_only
K11n174,11,10,,10,0,10,unchecked,reported_only
K11n175,11,11,,11,0,11,unchecked,reported_only
K11n176,11,10,,10,0,10,matched,reported_only
K11n177,11,10,,10,0,10,unchecked,reported_only
K11n178,11,10,,10,0,10,unchecked,reported_only
K11n179,11,10,,11,1,10,unchecked,reported_only
K11n18,11,11,,11,0,11,unchecked,reported_only
K11n180,11,11,,11,0,11,matched,reported_only
K11n181,11,10,,10,0,10,unchecked,reported_only
K11n182,11,10,,11,1,10,unchecked,reported_only
K11n183,11,10,,11,1,10,unchecked,reported_only
K11n184,11,10,,10,0,10,unchecked,reported_only
K11n185,11,10,,11,1,10,unchecked,reported_only
K11n19,11,10,,10,0,10,unchecked,reported_only
K11n2,11,11,,11,0,11,unchecked,reported_only
K11n20,11,10,,10,0,10,unchecked,reported_only
K11n21,11,10,,11,1,10,unchecked,reported_only
K11n22,11,10,,10,0,10,unchecked,reported_only
K11n23,11,10,,11,1,10,unchecked,reported_only
K11n24,11,10,,10,0,10,unchecked,reported_only
K11n25,11,10,,10,0,10,unchecked,reported_only
K11n26,11,10,,10,0,10,unchecked,reported_only
K11n27,11,10,,11,1,10,unchecked,reported_only
K11n28,11,10,,10,0,10,unchecked,reported_only
K11n29,11,10,,11,1,10,unchecked,reported_only
K11n3,11,11,,11,0,11,unchecked,reported_only
K11n30,11,10,,11,1,10,unchecked,reported_only
K11n31,11,11,,12,1,11,unchecked,reported_only
K11n32,11,10,,11,1,10,unchecked,reported_only
K11n33,11,10,,10,0,10,unchecked,reported_only
K11n34,11,11,,11,0,11,unchecked,reported_only
K11n35,11,11,,11,0,11,unchecked,reported_only
K11n36,11,11,,11,0,11,unchecked,reported_only
K11n37,11,10,,10,0,10,unchecked,reported_only
K11n38,11,10,,10,0,10,unchecked,reported_only
K11n39,11,10,,10,0,10,unchecked,reported_only
K11n4,11,10,,10,0,10,unchecked,reported_only
K11n40,11,10,,11,1,10,unchecked,reported_only
K11n41,11,10,,10,0,10,matched,reported_only
K11n42,11,11,,11,0,11,unchecked,reported_only
K11n43,11,10,,10,0,10,unchecked,reported_only
K11n44,11,10,,10,0,10,matched,reported_only
K11n45,11,10,,11,1,10,matched,reported_only
K11n46,11,10,,11,1,10,unchecked,reported_only
K11n47,11,10,,11,1,10,unchecked,reported_only
K11n48,11,10,,10,0,10,unchecked,reported_only
K11n49,11,10,,10,0,10,unchecked,reported_only
K11n5,11,10,,11,1,10,matched,reported_only
K11n50,11,10,,10,0,10,unchecked,reported_only
K11n51,11,10,,10,0,10,unchecked,reported_only
K11n52,11,10,,11,1,10,unchecked,reported_only
K11n53,11,10,,10,0,10,unchecked,reported_only
K11n54,11,10,,10,0,10,unchecked,reported_only
K11n55,11,11,,11,0,11,unchecked,reported_only
K11n56,11,10,,10,0,10,unchecked,reported_only
K11n57,11,10,,10,0,10,unchecked,reported_only
K11n58,11,10,,10,0,10,unchecked,reported_only
K11n59,11,10,,11,1,10,unchecked,reported_only
K11n6,11,11,,12,1,11,unchecked,reported_only
K11n60,11,10,,10,0,10,unchecked,reported_only
K11n61,11,10,,10,0,10,unchecked,reported_only
K11n62,11,10,,10,0,10,unchecked,reported_only
K11n63,11,10,,11,1,10,unchecked,reported_only
K11n64,11,10,,11,1,10,unchecked,reported_only
K11n65,11,10,,10,0,10,unchecked,reported_only
K11n66,11,11,,11,0,11,unchecked,reported_only
K11n67,11,11,,11,0,11,matched,reported_only
K11n68,11,10,,11,1,10,unchecked,reported_only
K11n69,11,10,,11,1,10,unchecked,reported_only
K11n7,11,11,,11,0,11,matched,reported_only
K11n70,11,10,,10,0,10,unchecked,reported_only
K11n71,11,10,10,10,0,10,matched,checked
K11n72,11,11,,11,0,11,unchecked,reported_only
K11n73,11,11,,11,0,11,unchecked,reported_only
K11n74,11,11,,11,0,11,unchecked,reported_only
K11n75,11,10,10,10,0,10,matched,checked
K11n76,11,10,10,10,0,10,matched,checked
K11n77,11,11,,12,1,11,unchecked,reported_only
K11n78,11,10,10,10,0,10,matched,checked
K11n79,11,10,,10,0,10,unchecked,reported_only
K11n8,11,11,,11,0,11,unchecked,reported_only
K11n80,11,11,,12,1,11,matched,reported_only
K11n81,11,11,,11,0,11,unchecked,reported_only
K11n82,11,10,,10,0,10,unchecked,reported_only
K11n83,11,10,,10,0,10,unchecked,reported_only
K11n84,11,10,,10,0,10,unchecked,reported_only
K11n85,11,10,,10,0,10,unchecked,reported_only
K11n86,11,10,,10,0,10,unchecked,reported_only
K11n87,11,10,,10,0,10,unchecked,reported_only
K11n88,11,10,,10,0,10,unchecked,reported_only
K11n89,11,11,,11,0,11,unchecked,reported_only
K11n9,11,11,,12,1,11,unchecked,reported_only
K11n90,11,10,,10,0,10,unchecked,reported_only
K11n91,11,10,,10,0,10,matched,reported_only
K11n92,11,10,,10,0,10,unchecked,reported_only
K11n93,11,10,,11,1,10,unchecked,reported_only
K11n94,11,10,,10,0,10,unchecked,reported_only
K11n95,11,10,,10,0,10,unchecked,reported_only
K11n96,11,10,,10,0,10,unchecked,reported_only
K11n97,11,11,,11,0,11,matched,reported_only
K11n98,11,10,,10,0,10,unchecked,reported_only
K11n99,11,10,,10,0,10,unchecked,reported_only
K12a1,12,12,,,,12,unchecked,none
K12a10,12,12,,,,12,unchecked,none
K12a100,12,11,,,,11,unchecked,none
K12a1000,12,12,,,,12,unchecked,none
K12a1001,12,11,,,,11,unchecked,none
K12a1002,12,11,,,,11,unchecked,none
K12a1003,12,12,,,,12,unchecked,none
K12a1004,12,12,,,,12,unchecked,none
K12a1005,12,11,,,,11,unchecked,none
K12a1006,12,11,,,,11,unchecked,none
K12a1007,12,12,,,,12,unchecked,none
K12a1008,12,12,,,,12,unchecked,none
K12a1009,12,12,,,,12,matched,none
K12a101,12,11,,,,11,unchecked,none
K12a1010,12,12,,,,12,unchecked,none
K12a1011,12,11,,,,11,unchecked,none
K12a1012,12,11,,,,11,unchecked,none
K12a1013,12,12,,,,12,unchecked,none
K12a1014,12,12,,,,12,unchecked,none
K12a1015,12,12,,,,12,unchecked,none
K12a1016,12,12,,,,12,unchecked,none
K12a1017,12,11,,,,11,unchecked,none
K12a1018,12,11,,,,11,unchecked,none
K12a1019,12,11,,,,11,unchecked,none
K12a102,12,12,,,,12,unchecked,none
K12a1020,12,11,,,,11,unchecked,none
K12a1021,12,11,,,,11,unchecked,none
K12a1022,12,12,,,,12,unchecked,none
K12a1023,12,12,,,,12,unchecked,none
K12a1024,12,12,,,,12,matched,none
K12a1025,12,11,,,,11,unchecked,none
K12a1026,12,11,,,,11,unchecked,none
K12a1027,12,12,,,,12,unchecked,none
K12a1028,12,12,,,,12,unchecked,none
K12a1029,12,12,,,,12,unchecked,none
K12a103,12,12,,,,12,unchecked,none
K12a1030,12,12,,,,12,unchecked,none
K12a1031,12,12,,,,12,unchecked,none
K12a1032,12,12,,,,12,unchecked,none
K12a1033,12,12,,,,12,unchecked,none
K12a1034,12,12,,,,12,unchecked,none
K12a1035,12,11,,,,11,unchecked,none
K12a1036,12,11,,,,11,unchecked,none
K12a1037,12,11,,,,11,unchecked,none
K12a1038,12,11,,,,11,matched,none
K12a1039,12,12,,,,12,unchecked,none
K12a104,12,12,,,,12,unchecked,none
K12a1040,12,12,,,,12,unchecked,none
K12a1041,12,11,,,,11,unchecked,none
K12a1042,12,11,,,,11,unchecked,none
K12a1043,12,12,,,,12,unchecked,none
K12a1044,12,11,,,,11,unchecked,none
K12a1045,12,11,,,,11,unchecked,none
K12a1046,12,11,,,,11,unchecked,none
K12a1047,12,12,,,,12,unchecked,none
K12a1048,12,11,,,,11,unchecked,none
K12a1049,12,12,,,,12,unchecked,none
K12a105,12,12,,,,12,unchecked,none
K12a1050,12,11,,,,11,unchecked,none
K12a1051,12,11,,,,11,unchecked,none
K12a1052,12,11,,,,11,matched,none
K12a1053,12,12,,,,12,unchecked,none
K12a1054,12,11,,,,11,unchecked,none
K12a1055,12,12,,,,12,unchecked,none
K12a1056,12,12,,,,12,unchecked,none
K12a1057,12,11,,,,11,unchecked,none
K12a1058,12,11,,,,11,unchecked,none
K12a1059,12,11,,,,11,unchecked,none
K12a106,12,12,,,,12,unchecked,none
K12a1060,12,11,,,,11,unchecked,none
K12a1061,12,11,,11,0,11,unchecked,reported_only
K12a1062,12,12,,,,12,unchecked,none
K12a1063,12,11,,,,11,unchecked,none
K12a1064,12,12,,,,12,unchecked,none
K12a1065,12,11,,,,11,unchecked,none
K12a1066,12,11,,,,11,unchecked,none
K12a1067,12,11,,,,11,unchecked,none
K12a1068,12,11,,,,11,unchecked,none
K12a1069,12,12,,,,12,unchecked,none
K12a107,12,12,,,,12,unchecked,none
K12a1070,12,11,,,,11,unchecked,none
K12a1071,12,11,,,,11,unchecked,none
K12a1072,12,11,,,,11,unchecked,none
K12a1073,12,11,,,,11,unchecked,none
K12a1074,12,11,,,,11,unchecked,none
K12a1075,12,11,,,,11,unchecked,none
K12a1076,12,11,,,,11,unchecked,none
K12a1077,12,11,,,,11,unchecked,none
K12a1078,12,11,,,,11,unchecked,none
K12a1079,12,11,,,,11,unchecked,none
K12a108,12,12,,,,12,unchecked,none
K12a1080,12,12,,,,12,unchecked,none
K12a1081,12,11,,,,11,unchecked,none
K12a1082,12,11,,,,11,unchecked,none
K12a1083,12,11,,,,11,unchecked,none
K12a1084,12,12,,,,12,unchecked,none
K12a1085,12,12,,,,12,unchecked,none
K12a1086,12,11,,,,11,unchecked,none
K12a1087,12,11,,,,11,unchecked,none
K12a1088,12,12,,,,12,unchecked,none
K12a1089,12,12,,,,12,unchecked,none
K12a109,12,12,,,,12,unchecked,none
K12a1090,12,12,,,,12,unchecked,none
K12a1091,12,11,,,,11,unchecked,none
K12a1092,12,11,,,,11,unchecked,none
K12a1093,12,11,,,,11,unchecked,none
K12a1094,12,12,,,,12,unchecked,none
K12a1095,12,11,,,,11,unchecked,none
K12a1096,12,11,,,,11,unchecked,none
K12a1097,12,11,,,,11,matched,none
K12a1098,12,11,,,,11,unchecked,none
K12a1099,12,11,,,,11,unchecked,none
K12a11,12,12,,,,12,unchecked,none
K12a110,12,12,,,,12,unchecked,none
K12a1100,12,11,,,,11,unchecked,none
K12a1101,12,11,,11,0,11,matched,reported_only
K12a1102,12,11,,,,11,unchecked,none
K12a1103,12,11,,,,11,unchecked,none
K12a1104,12,11,,,,11,unchecked,none
K12a1105,12,12,,,,12,unchecked,none
K12a1106,12,12,,,,12,unchecked,none
K12a1107,12,12,,,,12,unchecked,none
K12a1108,12,12,,,,12,unchecked,none
K12a1109,12,11,,,,11,unchecked,none
K12a111,12,12,,,,12,unchecked,none
K12a1110,12,11,,,,11,unchecked,none
K12a1111,12,11,,,,11,unchecked,none
K12a1112,12,12,,,,12,unchecked,none
K12a1113,12,11,,,,11,unchecked,none
K12a1114,12,11,,,,11,unchecked,none
K12a1115,12,11,,,,11,unchecked,none
K12a1116,12,11,,,,11,unchecked,none
K12a1117,12,11,,,,11,unchecked,none
K12a1118,12,11,,,,11,unchecked,none
K12a1119,12,12,,,,12,unchecked,none
K12a112,12,12,,,,12,unchecked,none
K12a1120,12,11,,,,11,unchecked,none
K12a1121,12,11,,,,11,unchecked,none
K12a1122,12,11,,,,11,unchecked,none
K12a1123,12,12,,,,12,unchecked,none
K12a1124,12,12,,,,12,unchecked,none
K12a1125,12,12,,,,12,unchecked,none
K12a1126,12,11,,,,11,unchecked,none
K12a1127,12,12,,,,12,unchecked,none
K12a1128,12,12,,,,12,unchecked,none
K12a1129,12,11,,,,11,unchecked,none
K12a113,12,12,,,,12,unchecked,none
K12a1130,12,12,,,,12,unchecked,none
K12a1131,12,12,,,,12,unchecked,none
K12a1132,12,12,,,,12,unchecked,none
K12a1133,12,12,,,,12,unchecked,none
K12a1134,12,12,,,,12,unchecked,none
K12a1135,12,12,,,,12,unchecked,none
K12a1136,12,12,,,,12,unchecked,none
K12a1137,12,12,,,,12,unchecked,none
K12a1138,12,12,,,,12,unchecked,none
K12a1139,12,12,,,,12,unchecked,none
K12a114,12,12,,,,12,matched,none
K12a1140,12,12,,,,12,unchecked,none
K12a1141,12,11,,,,11,unchecked,none
K12a1142,12,11,,,,11,unchecked,none
K12a1143,12,11,,,,11,unchecked,none
K12a1144,12,11,,,,11,unchecked,none
K12a1145,12,12,,,,12,matched,none
K12a1146,12,12,,,,12,unchecked,none
K12a1147,12,12,,,,12,unchecked,none
K12a1148,12,12,,,,12,unchecked,none
K12a1149,12,12,,,,12,unchecked,none
K12a115,12,12,,,,12,unchecked,none
K12a1150,12,12,,,,12,unchecked,none
K12a1151,12,12,,,,12,unchecked,none
K12a1152,12,11,,,,11,unchecked,none
K12a1153,12,12,,,,12,unchecked,none
K12a1154,12,11,,,,11,unchecked,none
K12a1155,12,11,,,,11,unchecked,none
K12a1156,12,12,,,,12,unchecked,none
K12a1157,12,12,,,,12,unchecked,none
K12a1158,12,12,,,,12,unchecked,none
K12a1159,12,12,,,,12,unchecked,none
K12a116,12,12,,,,12,unchecked,none
K12a1160,12,12,,,,12,unchecked,none
K12a1161,12,12,,,,12,unchecked,none
K12a1162,12,12,,,,12,unchecked,none
K12a1163,12,12,,,,12,unchecked,none
K12a1164,12,12,,,,12,unchecked,none
K12a1165,12,12,,,,12,unchecked,none
K12a1166,12,12,,,,12,unchecked,none
K12a1167,12,11,,,,11,unchecked,none
K12a1168,12,11,,,,11,unchecked,none
K12a1169,12,11,,,,11,unchecked,none
K12a117,12,12,,,,12,unchecked,none
K12a1170,12,11,,,,11,unchecked,none
K12a1171,12,11,,,,11,unchecked,none
K12a1172,12,11,,,,11,unchecked,none
K12a1173,12,12,,,,12,matched,none
K12a1174,12,12,,,,12,unchecked,none
K12a1175,12,12,,,,12,unchecked,none
K12a1176,12,11,,,,11,unchecked,none
K12a1177,12,11,,,,11,unchecked,none
K12a1178,12,11,,12,1,11,unchecked,reported_only
K12a1179,12,11,,,,11,unchecked,none
K12a118,12,12,,,,12,unchecked,none
K12a1180,12,12,,,,12,unchecked,none
K12a1181,12,12,,,,12,unchecked,none
K12a1182,12,11,,,,11,unchecked,none
K12a1183,12,12,,,,12,unchecked,none
K12a1184,12,11,,,,11,unchecked,none
K12a1185,12,11,,,,11,unchecked,none
K12a1186,12,11,,,,11,unchecked,none
K12a1187,12,11,,,,11,unchecked,none
K12a1188,12,11,,,,11,unchecked,none
K12a1189,12,11,,,,11,unchecked,none
K12a119,12,12,,,,12,unchecked,none
K12a1190,12,11,,,,11,unchecked,none
K12a1191,12,11,,,,11,unchecked,none
K12a1192,12,11,,,,11,unchecked,none
K12a1193,12,11,,,,11,unchecked,none
K12a1194,12,11,,,,11,unchecked,none
K12a1195,12,11,,,,11,unchecked,none
K12a1196,12,11,,,,11,unchecked,none
K12a1197,12,11,,,,11,unchecked,none
K12a1198,12,11,,,,11,unchecked,none
K12a1199,12,11,,,,11,unchecked,none
K12a12,12,12,,,,12,unchecked,none
K12a120,12,12,,,,12,unchecked,none
K12a1200,12,11,,,,11,unchecked,none
K12a1201,12,11,,,,11,unchecked,none
K12a1202,12,12,,,,12,unchecked,none
K12a1203,12,11,,,,11,unchecked,none
K12a1204,12,11,,,,11,unchecked,none
K12a1205,12,12,,,,12,unchecked,none
K12a1206,12,12,,,,12,unchecked,none
K12a1207,12,11,,,,11,unchecked,none
K12a1208,12,11,,,,11,unchecked,none
K12a1209,12,12,,,,12,unchecked,none
K12a121,12,12,,,,12,unchecked,none
K12a1210,12,11,,,,11,unchecked,none
K12a1211,12,11,,,,11,unchecked,none
K12a1212,12,12,,,,12,unchecked,none
K12a1213,12,11,,,,11,unchecked,none
K12a1214,12,12,,,,12,unchecked,none
K12a1215,12,12,,,,12,unchecked,none
K12a1216,12,11,,11,0,11,unchecked,reported_only
K12a1217,12,11,,,,11,unchecked,none
K12a1218,12,12,,,,12,unchecked,none
K12a1219,12,12,,,,12,matched,none
K12a122,12,12,,,,12,unchecked,none
K12a1220,12,12,,,,12,unchecked,none
K12a1221,12,11,,,,11,unchecked,none
K12a1222,12,12,,,,12,unchecked,none
K12a1223,12,12,,,,12,unchecked,none
K12a1224,12,12,,,,12,unchecked,none
K12a1225,12,11,,,,11,unchecked,none
K12a1226,12,12,,,,12,unchecked,none
K12a1227,12,11,,,,11,unchecked,none
K12a1228,12,11,,,,11,unchecked,none
K12a1229,12,11,,,,11,unchecked,none
K12a123,12,12,,,,12,unchecked,none
K12a1230,12,11,,,,11,unchecked,none
K12a1231,12,11,,,,11,unchecked,none
K12a1232,12,11,,,,11,unchecked,none
K12a1233,12,12,,,,12,unchecked,none
K12a1234,12,12,,,,12,unchecked,none
K12a1235,12,12,,,,12,unchecked,none
K12a1236,12,12,,,,12,unchecked,none
K12a1237,12,11,,,,11,unchecked,none
K12a1238,12,12,,,,12,unchecked,none
K12a1239,12,12,,,,12,unchecked,none
K12a124,12,12,,,,12,unchecked,none
K12a1240,12,12,,,,12,unchecked,none
K12a1241,12,12,,,,12,unchecked,none
K12a1242,12,12,,,,12,unchecked,none
K12a1243,12,12,,,,12,unchecked,none
K12a1244,12,12,,,,12,unchecked,none
K12a1245,12,12,,,,12,unchecked,none
K12a1246,12,12,,,,12,unchecked,none
K12a1247,12,11,,,,11,unchecked,none
K12a1248,12,11,,,,11,unchecked,none
K12a1249,12,11,,,,11,unchecked,none
K12a125,12,12,,,,12,unchecked,none
K12a1250,12,11,,,,11,unchecked,none
K12a1251,12,11,,,,11,unchecked,none
K12a1252,12,11,,,,11,unchecked,none
K12a1253,12,11,,,,11,unchecked,none
K12a1254,12,11,,,,11,unchecked,none
K12a1255,12,11,,,,11,unchecked,none
K12a1256,12,11,,,,11,unchecked,none
K12a1257,12,11,,,,11,unchecked,none
K12a1258,12,11,,,,11,unchecked,none
K12a1259,12,12,,,,12,unchecked,none
K12a126,12,12,,,,12,unchecked,none
K12a1260,12,12,,,,12,unchecked,none
K12a1261,12,12,,,,12,unchecked,none
K12a1262,12,11,,,,11,unchecked,none
K12a1263,12,11,,,,11,unchecked,none
K12a1264,12,11,,,,11,unchecked,none
K12a1265,12,12,,,,12,unchecked,none
K12a1266,12,12,,,,12,unchecked,none
K12a1267,12,12,,,,12,unchecked,none
K12a1268,12,11,,,,11,unchecked,none
K12a1269,12,12,,,,12,unchecked,none
K12a127,12,12,,,,12,unchecked,none
K12a1270,12,11,,,,11,unchecked,none
K12a1271,12,11,,,,11,unchecked,none
K12a1272,12,11,,,,11,unchecked,none
K12a1273,12,12,,,,12,unchecked,none
K12a1274,12,12,,,,12,unchecked,none
K12a1275,12,12,,,,12,unchecked,none
K12a1276,12,12,,,,12,unchecked,none
K12a1277,12,12,,,,12,unchecked,none
K12a1278,12,12,,,,12,unchecked,none
K12a1279,12,12,,,,12,unchecked,none
K12a128,12,12,,,,12,unchecked,none
K12a1280,12,12,,,,12,unchecked,none
K12a1281,12,12,,,,12,unchecked,none
K12a1282,12,12,,,,12,unchecked,none
